profileID;respID;qID;altID;obsID;type;processing;origin;image
16;39;5;1;613;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
15;39;5;2;613;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
12;39;5;3;613;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
7;39;6;1;614;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
5;39;6;2;614;Special;Washed;Brazil Central Plateau;special.jpg
14;39;6;3;614;Organic;Washed;Colombia Cauca;organic.jpg
6;39;7;1;615;Organic;Washed;Brazil Central Plateau;organic.jpg
10;39;7;2;615;Organic;Natural;Colombia Cauca;organic.jpg
13;39;7;3;615;Special;Washed;Colombia Cauca;special.jpg
6;39;8;1;616;Organic;Washed;Brazil Central Plateau;organic.jpg
11;39;8;2;616;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
13;39;8;3;616;Special;Washed;Colombia Cauca;special.jpg
14;39;9;1;617;Organic;Washed;Colombia Cauca;organic.jpg
8;39;9;2;617;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
12;39;9;3;617;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
11;39;10;1;618;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
8;39;10;2;618;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
5;39;10;3;618;Special;Washed;Brazil Central Plateau;special.jpg
10;39;11;1;619;Organic;Natural;Colombia Cauca;organic.jpg
12;39;11;2;619;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
3;39;11;3;619;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
8;39;12;1;620;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
5;39;12;2;620;Special;Washed;Brazil Central Plateau;special.jpg
9;39;12;3;620;Special;Natural;Colombia Cauca;special.jpg
9;39;13;1;621;Special;Natural;Colombia Cauca;special.jpg
1;39;13;2;621;Special;Natural;Brazil Central Plateau;special.jpg
4;39;13;3;621;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
12;39;14;1;622;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
9;39;14;2;622;Special;Natural;Colombia Cauca;special.jpg
3;39;14;3;622;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
10;39;15;1;623;Organic;Natural;Colombia Cauca;organic.jpg
8;39;15;2;623;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
14;39;15;3;623;Organic;Washed;Colombia Cauca;organic.jpg
5;39;16;1;624;Special;Washed;Brazil Central Plateau;special.jpg
9;39;16;2;624;Special;Natural;Colombia Cauca;special.jpg
3;39;16;3;624;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
11;40;1;1;625;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
5;40;1;2;625;Special;Washed;Brazil Central Plateau;special.jpg
10;40;1;3;625;Organic;Natural;Colombia Cauca;organic.jpg
15;40;2;1;626;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
7;40;2;2;626;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
1;40;2;3;626;Special;Natural;Brazil Central Plateau;special.jpg
15;40;3;1;627;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
12;40;3;2;627;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
2;40;3;3;627;Organic;Natural;Brazil Central Plateau;organic.jpg
4;40;4;1;628;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
11;40;4;2;628;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
5;40;4;3;628;Special;Washed;Brazil Central Plateau;special.jpg
6;40;5;1;629;Organic;Washed;Brazil Central Plateau;organic.jpg
4;40;5;2;629;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
9;40;5;3;629;Special;Natural;Colombia Cauca;special.jpg
16;40;6;1;630;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
5;40;6;2;630;Special;Washed;Brazil Central Plateau;special.jpg
11;40;6;3;630;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
9;40;7;1;631;Special;Natural;Colombia Cauca;special.jpg
8;40;7;2;631;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
16;40;7;3;631;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
15;40;8;1;632;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
12;40;8;2;632;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
1;40;8;3;632;Special;Natural;Brazil Central Plateau;special.jpg
10;40;9;1;633;Organic;Natural;Colombia Cauca;organic.jpg
11;40;9;2;633;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
9;40;9;3;633;Special;Natural;Colombia Cauca;special.jpg
10;40;10;1;634;Organic;Natural;Colombia Cauca;organic.jpg
6;40;10;2;634;Organic;Washed;Brazil Central Plateau;organic.jpg
12;40;10;3;634;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
3;40;11;1;635;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
7;40;11;2;635;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
9;40;11;3;635;Special;Natural;Colombia Cauca;special.jpg
2;40;12;1;636;Organic;Natural;Brazil Central Plateau;organic.jpg
1;40;12;2;636;Special;Natural;Brazil Central Plateau;special.jpg
8;40;12;3;636;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
5;40;13;1;637;Special;Washed;Brazil Central Plateau;special.jpg
9;40;13;2;637;Special;Natural;Colombia Cauca;special.jpg
16;40;13;3;637;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
10;40;14;1;638;Organic;Natural;Colombia Cauca;organic.jpg
5;40;14;2;638;Special;Washed;Brazil Central Plateau;special.jpg
1;40;14;3;638;Special;Natural;Brazil Central Plateau;special.jpg
5;40;15;1;639;Special;Washed;Brazil Central Plateau;special.jpg
9;40;15;2;639;Special;Natural;Colombia Cauca;special.jpg
15;40;15;3;639;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
15;40;16;1;640;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
10;40;16;2;640;Organic;Natural;Colombia Cauca;organic.jpg
16;40;16;3;640;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
16;41;1;1;641;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
10;41;1;2;641;Organic;Natural;Colombia Cauca;organic.jpg
7;41;1;3;641;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
5;41;2;1;642;Special;Washed;Brazil Central Plateau;special.jpg
4;41;2;2;642;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
12;41;2;3;642;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
5;41;3;1;643;Special;Washed;Brazil Central Plateau;special.jpg
6;41;3;2;643;Organic;Washed;Brazil Central Plateau;organic.jpg
16;41;3;3;643;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
7;41;4;1;644;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
12;41;4;2;644;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
16;41;4;3;644;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
4;41;5;1;645;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
15;41;5;2;645;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
12;41;5;3;645;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
13;41;6;1;646;Special;Washed;Colombia Cauca;special.jpg
16;41;6;2;646;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
8;41;6;3;646;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
11;41;7;1;647;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
4;41;7;2;647;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
14;41;7;3;647;Organic;Washed;Colombia Cauca;organic.jpg
10;41;8;1;648;Organic;Natural;Colombia Cauca;organic.jpg
3;41;8;2;648;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
4;41;8;3;648;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
12;41;9;1;649;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
2;41;9;2;649;Organic;Natural;Brazil Central Plateau;organic.jpg
8;41;9;3;649;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
10;41;10;1;650;Organic;Natural;Colombia Cauca;organic.jpg
4;41;10;2;650;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
7;41;10;3;650;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
13;41;11;1;651;Special;Washed;Colombia Cauca;special.jpg
10;41;11;2;651;Organic;Natural;Colombia Cauca;organic.jpg
7;41;11;3;651;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
15;41;12;1;652;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
8;41;12;2;652;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
12;41;12;3;652;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
6;41;13;1;653;Organic;Washed;Brazil Central Plateau;organic.jpg
7;41;13;2;653;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
8;41;13;3;653;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
9;41;14;1;654;Special;Natural;Colombia Cauca;special.jpg
3;41;14;2;654;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
6;41;14;3;654;Organic;Washed;Brazil Central Plateau;organic.jpg
5;41;15;1;655;Special;Washed;Brazil Central Plateau;special.jpg
7;41;15;2;655;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
16;41;15;3;655;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
6;41;16;1;656;Organic;Washed;Brazil Central Plateau;organic.jpg
10;41;16;2;656;Organic;Natural;Colombia Cauca;organic.jpg
5;41;16;3;656;Special;Washed;Brazil Central Plateau;special.jpg
6;42;1;1;657;Organic;Washed;Brazil Central Plateau;organic.jpg
2;42;1;2;657;Organic;Natural;Brazil Central Plateau;organic.jpg
5;42;1;3;657;Special;Washed;Brazil Central Plateau;special.jpg
16;42;2;1;658;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
1;42;2;2;658;Special;Natural;Brazil Central Plateau;special.jpg
8;42;2;3;658;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
8;42;3;1;659;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
13;42;3;2;659;Special;Washed;Colombia Cauca;special.jpg
3;42;3;3;659;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
10;42;4;1;660;Organic;Natural;Colombia Cauca;organic.jpg
15;42;4;2;660;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
16;42;4;3;660;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
16;42;5;1;661;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
11;42;5;2;661;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
15;42;5;3;661;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
10;42;6;1;662;Organic;Natural;Colombia Cauca;organic.jpg
12;42;6;2;662;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
8;42;6;3;662;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
16;42;7;1;663;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
6;42;7;2;663;Organic;Washed;Brazil Central Plateau;organic.jpg
12;42;7;3;663;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
13;42;8;1;664;Special;Washed;Colombia Cauca;special.jpg
7;42;8;2;664;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
16;42;8;3;664;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
11;42;9;1;665;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
5;42;9;2;665;Special;Washed;Brazil Central Plateau;special.jpg
14;42;9;3;665;Organic;Washed;Colombia Cauca;organic.jpg
11;42;10;1;666;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
10;42;10;2;666;Organic;Natural;Colombia Cauca;organic.jpg
15;42;10;3;666;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
11;42;11;1;667;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
5;42;11;2;667;Special;Washed;Brazil Central Plateau;special.jpg
8;42;11;3;667;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
6;42;12;1;668;Organic;Washed;Brazil Central Plateau;organic.jpg
12;42;12;2;668;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
10;42;12;3;668;Organic;Natural;Colombia Cauca;organic.jpg
1;42;13;1;669;Special;Natural;Brazil Central Plateau;special.jpg
8;42;13;2;669;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
2;42;13;3;669;Organic;Natural;Brazil Central Plateau;organic.jpg
11;42;14;1;670;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
2;42;14;2;670;Organic;Natural;Brazil Central Plateau;organic.jpg
14;42;14;3;670;Organic;Washed;Colombia Cauca;organic.jpg
9;42;15;1;671;Special;Natural;Colombia Cauca;special.jpg
10;42;15;2;671;Organic;Natural;Colombia Cauca;organic.jpg
3;42;15;3;671;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
16;42;16;1;672;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
9;42;16;2;672;Special;Natural;Colombia Cauca;special.jpg
4;42;16;3;672;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
15;43;1;1;673;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
1;43;1;2;673;Special;Natural;Brazil Central Plateau;special.jpg
16;43;1;3;673;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
1;43;2;1;674;Special;Natural;Brazil Central Plateau;special.jpg
3;43;2;2;674;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
15;43;2;3;674;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
9;43;3;1;675;Special;Natural;Colombia Cauca;special.jpg
7;43;3;2;675;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
1;43;3;3;675;Special;Natural;Brazil Central Plateau;special.jpg
16;43;4;1;676;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
1;43;4;2;676;Special;Natural;Brazil Central Plateau;special.jpg
4;43;4;3;676;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
13;43;5;1;677;Special;Washed;Colombia Cauca;special.jpg
7;43;5;2;677;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
2;43;5;3;677;Organic;Natural;Brazil Central Plateau;organic.jpg
1;43;6;1;678;Special;Natural;Brazil Central Plateau;special.jpg
5;43;6;2;678;Special;Washed;Brazil Central Plateau;special.jpg
6;43;6;3;678;Organic;Washed;Brazil Central Plateau;organic.jpg
5;43;7;1;679;Special;Washed;Brazil Central Plateau;special.jpg
1;43;7;2;679;Special;Natural;Brazil Central Plateau;special.jpg
7;43;7;3;679;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
14;43;8;1;680;Organic;Washed;Colombia Cauca;organic.jpg
10;43;8;2;680;Organic;Natural;Colombia Cauca;organic.jpg
9;43;8;3;680;Special;Natural;Colombia Cauca;special.jpg
3;43;9;1;681;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
11;43;9;2;681;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
1;43;9;3;681;Special;Natural;Brazil Central Plateau;special.jpg
2;43;10;1;682;Organic;Natural;Brazil Central Plateau;organic.jpg
5;43;10;2;682;Special;Washed;Brazil Central Plateau;special.jpg
13;43;10;3;682;Special;Washed;Colombia Cauca;special.jpg
10;43;11;1;683;Organic;Natural;Colombia Cauca;organic.jpg
9;43;11;2;683;Special;Natural;Colombia Cauca;special.jpg
1;43;11;3;683;Special;Natural;Brazil Central Plateau;special.jpg
14;43;12;1;684;Organic;Washed;Colombia Cauca;organic.jpg
6;43;12;2;684;Organic;Washed;Brazil Central Plateau;organic.jpg
16;43;12;3;684;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
7;43;13;1;685;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
1;43;13;2;685;Special;Natural;Brazil Central Plateau;special.jpg
13;43;13;3;685;Special;Washed;Colombia Cauca;special.jpg
13;43;14;1;686;Special;Washed;Colombia Cauca;special.jpg
6;43;14;2;686;Organic;Washed;Brazil Central Plateau;organic.jpg
7;43;14;3;686;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
7;43;15;1;687;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
11;43;15;2;687;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
14;43;15;3;687;Organic;Washed;Colombia Cauca;organic.jpg
14;43;16;1;688;Organic;Washed;Colombia Cauca;organic.jpg
9;43;16;2;688;Special;Natural;Colombia Cauca;special.jpg
7;43;16;3;688;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
8;44;1;1;689;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
7;44;1;2;689;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
6;44;1;3;689;Organic;Washed;Brazil Central Plateau;organic.jpg
7;44;2;1;690;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
2;44;2;2;690;Organic;Natural;Brazil Central Plateau;organic.jpg
10;44;2;3;690;Organic;Natural;Colombia Cauca;organic.jpg
10;44;3;1;691;Organic;Natural;Colombia Cauca;organic.jpg
8;44;3;2;691;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
1;44;3;3;691;Special;Natural;Brazil Central Plateau;special.jpg
1;44;4;1;692;Special;Natural;Brazil Central Plateau;special.jpg
3;44;4;2;692;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
4;44;4;3;692;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
14;44;5;1;693;Organic;Washed;Colombia Cauca;organic.jpg
1;44;5;2;693;Special;Natural;Brazil Central Plateau;special.jpg
8;44;5;3;693;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
10;44;6;1;694;Organic;Natural;Colombia Cauca;organic.jpg
14;44;6;2;694;Organic;Washed;Colombia Cauca;organic.jpg
3;44;6;3;694;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
6;44;7;1;695;Organic;Washed;Brazil Central Plateau;organic.jpg
8;44;7;2;695;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
16;44;7;3;695;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
8;44;8;1;696;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
2;44;8;2;696;Organic;Natural;Brazil Central Plateau;organic.jpg
15;44;8;3;696;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
13;44;9;1;697;Special;Washed;Colombia Cauca;special.jpg
5;44;9;2;697;Special;Washed;Brazil Central Plateau;special.jpg
16;44;9;3;697;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
8;44;10;1;698;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
12;44;10;2;698;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
6;44;10;3;698;Organic;Washed;Brazil Central Plateau;organic.jpg
6;44;11;1;699;Organic;Washed;Brazil Central Plateau;organic.jpg
9;44;11;2;699;Special;Natural;Colombia Cauca;special.jpg
15;44;11;3;699;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
3;44;12;1;700;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
1;44;12;2;700;Special;Natural;Brazil Central Plateau;special.jpg
12;44;12;3;700;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
14;44;13;1;701;Organic;Washed;Colombia Cauca;organic.jpg
10;44;13;2;701;Organic;Natural;Colombia Cauca;organic.jpg
1;44;13;3;701;Special;Natural;Brazil Central Plateau;special.jpg
3;44;14;1;702;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
13;44;14;2;702;Special;Washed;Colombia Cauca;special.jpg
10;44;14;3;702;Organic;Natural;Colombia Cauca;organic.jpg
9;44;15;1;703;Special;Natural;Colombia Cauca;special.jpg
7;44;15;2;703;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
15;44;15;3;703;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
10;44;16;1;704;Organic;Natural;Colombia Cauca;organic.jpg
14;44;16;2;704;Organic;Washed;Colombia Cauca;organic.jpg
15;44;16;3;704;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
4;45;1;1;705;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
13;45;1;2;705;Special;Washed;Colombia Cauca;special.jpg
9;45;1;3;705;Special;Natural;Colombia Cauca;special.jpg
6;45;2;1;706;Organic;Washed;Brazil Central Plateau;organic.jpg
16;45;2;2;706;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
1;45;2;3;706;Special;Natural;Brazil Central Plateau;special.jpg
2;45;3;1;707;Organic;Natural;Brazil Central Plateau;organic.jpg
7;45;3;2;707;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
9;45;3;3;707;Special;Natural;Colombia Cauca;special.jpg
15;45;4;1;708;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
13;45;4;2;708;Special;Washed;Colombia Cauca;special.jpg
1;45;4;3;708;Special;Natural;Brazil Central Plateau;special.jpg
3;45;5;1;709;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
12;45;5;2;709;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
7;45;5;3;709;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
5;45;6;1;710;Special;Washed;Brazil Central Plateau;special.jpg
3;45;6;2;710;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
11;45;6;3;710;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
5;45;7;1;711;Special;Washed;Brazil Central Plateau;special.jpg
15;45;7;2;711;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
3;45;7;3;711;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
9;45;8;1;712;Special;Natural;Colombia Cauca;special.jpg
7;45;8;2;712;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
6;45;8;3;712;Organic;Washed;Brazil Central Plateau;organic.jpg
12;45;9;1;713;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
8;45;9;2;713;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
9;45;9;3;713;Special;Natural;Colombia Cauca;special.jpg
6;45;10;1;714;Organic;Washed;Brazil Central Plateau;organic.jpg
14;45;10;2;714;Organic;Washed;Colombia Cauca;organic.jpg
16;45;10;3;714;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
4;45;11;1;715;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
12;45;11;2;715;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
8;45;11;3;715;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
12;45;12;1;716;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
8;45;12;2;716;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
10;45;12;3;716;Organic;Natural;Colombia Cauca;organic.jpg
7;45;13;1;717;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
12;45;13;2;717;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
14;45;13;3;717;Organic;Washed;Colombia Cauca;organic.jpg
5;45;14;1;718;Special;Washed;Brazil Central Plateau;special.jpg
2;45;14;2;718;Organic;Natural;Brazil Central Plateau;organic.jpg
10;45;14;3;718;Organic;Natural;Colombia Cauca;organic.jpg
11;45;15;1;719;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
9;45;15;2;719;Special;Natural;Colombia Cauca;special.jpg
10;45;15;3;719;Organic;Natural;Colombia Cauca;organic.jpg
9;45;16;1;720;Special;Natural;Colombia Cauca;special.jpg
4;45;16;2;720;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
7;45;16;3;720;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
14;46;1;1;721;Organic;Washed;Colombia Cauca;organic.jpg
1;46;1;2;721;Special;Natural;Brazil Central Plateau;special.jpg
12;46;1;3;721;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
6;46;2;1;722;Organic;Washed;Brazil Central Plateau;organic.jpg
4;46;2;2;722;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
16;46;2;3;722;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
8;46;3;1;723;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
3;46;3;2;723;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
9;46;3;3;723;Special;Natural;Colombia Cauca;special.jpg
10;46;4;1;724;Organic;Natural;Colombia Cauca;organic.jpg
5;46;4;2;724;Special;Washed;Brazil Central Plateau;special.jpg
15;46;4;3;724;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
6;46;5;1;725;Organic;Washed;Brazil Central Plateau;organic.jpg
1;46;5;2;725;Special;Natural;Brazil Central Plateau;special.jpg
5;46;5;3;725;Special;Washed;Brazil Central Plateau;special.jpg
8;46;6;1;726;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
10;46;6;2;726;Organic;Natural;Colombia Cauca;organic.jpg
14;46;6;3;726;Organic;Washed;Colombia Cauca;organic.jpg
3;46;7;1;727;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
9;46;7;2;727;Special;Natural;Colombia Cauca;special.jpg
14;46;7;3;727;Organic;Washed;Colombia Cauca;organic.jpg
5;46;8;1;728;Special;Washed;Brazil Central Plateau;special.jpg
4;46;8;2;728;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
6;46;8;3;728;Organic;Washed;Brazil Central Plateau;organic.jpg
8;46;9;1;729;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
13;46;9;2;729;Special;Washed;Colombia Cauca;special.jpg
4;46;9;3;729;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
9;46;10;1;730;Special;Natural;Colombia Cauca;special.jpg
11;46;10;2;730;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
6;46;10;3;730;Organic;Washed;Brazil Central Plateau;organic.jpg
7;46;11;1;731;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
9;46;11;2;731;Special;Natural;Colombia Cauca;special.jpg
13;46;11;3;731;Special;Washed;Colombia Cauca;special.jpg
11;46;12;1;732;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
9;46;12;2;732;Special;Natural;Colombia Cauca;special.jpg
10;46;12;3;732;Organic;Natural;Colombia Cauca;organic.jpg
9;46;13;1;733;Special;Natural;Colombia Cauca;special.jpg
14;46;13;2;733;Organic;Washed;Colombia Cauca;organic.jpg
6;46;13;3;733;Organic;Washed;Brazil Central Plateau;organic.jpg
11;46;14;1;734;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
10;46;14;2;734;Organic;Natural;Colombia Cauca;organic.jpg
6;46;14;3;734;Organic;Washed;Brazil Central Plateau;organic.jpg
10;46;15;1;735;Organic;Natural;Colombia Cauca;organic.jpg
13;46;15;2;735;Special;Washed;Colombia Cauca;special.jpg
12;46;15;3;735;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
3;46;16;1;736;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
11;46;16;2;736;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
6;46;16;3;736;Organic;Washed;Brazil Central Plateau;organic.jpg
14;47;1;1;737;Organic;Washed;Colombia Cauca;organic.jpg
7;47;1;2;737;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
